ID1,CASEID,HHID,V001,V002,V003,V004,V007,V008,V009,V010,V011,V012,V013,V014,V015,V017,V018,V019,V019A,V020,V021,V023,V024,V025,V026,V027,V028,V029,V030,V031,V032,V033,V034,V040,V042,V043,V044,V000,Q105DD,V101,V102,V103,V104,V105,V106,V107,V113,V115,V116,V119,V120,V121,V122,V123,V124,V125,V127,V128,V129,V130,V131,V133,V134,V135,V136,V137,V138,V139,V140,V141,V149,V150,V151,V152,V153,AWFACTT,AWFACTU,AWFACTR,AWFACTE,AWFACTW,V155,V156,V157,V158,V159,V160,V161,V166,V167,V168,ML101,QD333_1,QD333_2,QD333_3,QD333_4,QD333_5,QD333_6,UBIGEO,V022,V005,V190,V191,mujeres12a49
2024,      325806401  2,      325806401,3258,64,2,3258,2024,1493,12,1974,901,49,7,1,1,1429,16,65,4,0,3258,1,1,1,2,2,0,0,0, ,0, ,1,368,1,0,0,PE6,23,1,1,3,29,3,1,5,11,996,11,1,0,1,0,0,0,0,34,31,34, ,10,5,2,1,8,3,2,1,1,2,1,2,1,57,0,100,100,100,100,100,2,0,0,1,0,0,8,994, , , ,2,2,2,2,2,2,010202,8,127639,2,.140126962861471,2
2024,      325806401  3,      325806401,3258,64,3,3258,2024,1493,9,1998,1185,25,3,1,1,1429,16,65,4,0,3258,1,1,1,2,3,0,0,0, ,0, ,4,368,1,0,1,PE6,9,1,1,2,95, ,3,2,11,996,11,1,0,1,0,0,0,0,34,31,34, ,10,13,2,1,8,3,2,1,1,2,5,3,1,57,0,100,100,100,100,100,2, ,1,0,1,0,8,994, , , ,2,2,2,2,2,2,010202,8,127639,2,.140126962861471,2
2024,      325809301  1,      325809301,3258,93,1,3258,2024,1493,8,1988,1065,35,5,1,1,1429,16,65,4,0,3258,1,1,1,2,4,0,0,0, ,0, ,0,368,1,0,1,PE6,24,1,1,3,15,1,2,5,11,996,11,1,0,0,1,0,0,0,34,31,34, ,10,11,2,1,7,2,1,1,1,2,4,1,2,35,0,100,100,100,100,100,2, ,0,1,1,0,2,994, , , ,2,2,2,2,2,2,010202,8,127639,2,.0800091785352399,2
2024,      325810301  1,      325810301,3258,103,1,3258,2024,1493,6,1999,1194,24,2,1,1,1429,16,65,4,0,3258,1,1,1,2,2,0,0,0, ,0, ,4,368,1,0,1,PE6,14,1,1,3,1,3,2,2,11,996,11,1,0,0,0,0,0,0,34,21,34, ,10,8,2,1,4,1,1,1,1,2,3,1,2,24,0,100,100,100,100,100,2, ,0,0,0,0,2,994, , , ,2,2,2,2,2,2,010202,8,127639,2,-.226746139941875,2
2024,      325811601  2,      325811601,3258,116,2,3258,2024,1493,6,1988,1063,35,5,1,1,1429,16,65,4,0,3258,1,1,1,2,2,0,0,0, ,0, ,1,368,1,0,0,PE6,22,1,1,3,15,3,2,2,11,996,11,1,0,1,0,0,0,0,34,31,34, ,10,8,2,1,4,0,2,1,1,2,3,2,1,38,0,100,100,100,100,100,2, ,2,1,3,0,2,994, , , ,2,2,2,2,2,2,010202,8,857931,3,.418127562299997,2
2024,      325811601  4,      325811601,3258,116,4,3258,2024,1493,4,2006,1276,18,1,1,1,1429,16,65,4,0,3258,1,1,1,2,1,0,0,0, ,0, , ,368,1,0,1,PE6,19,1,1,2,95, ,2,5,11,996,11,1,0,1,0,0,0,0,34,31,34, ,10,11,2,1,4,0,2,1,1,2,4,11,1,38,0,100,100,100,100,100,2, ,0,0,1,0,2,994, , , ,2,2,2,2,2,2,010202,8,857931,3,.418127562299997,2
2024,      325901901  2,      325901901,3259,19,2,3259,2024,1494,10,1980,971,43,6,1,1,1429,15,66,4,0,3259,1,1,1,2,1,0,0,0, ,0, ,1,435,1,0,1,PE6,24,1,1,3,30,3,3,5,11,996,11,1,0,0,0,0,1,0,34,21,34, ,10,16,2,1,5,1,2,1,1,2,5,2,1,45,0,100,100,100,100,100,2, ,1,1,0,0,2,994, , , ,2,2,2,2,2,2,010201,7,103991,3,.79226118514281,2
2024,      325901901  3,      325901901,3259,19,3,3259,2024,1494,3,2005,1264,19,1,1,1,1429,15,66,4,0,3259,1,1,1,2,1,0,0,0, ,0, , ,435,1,0,0,PE6,7,1,1,1,95, ,2,5,11,996,11,1,0,0,0,0,1,0,34,21,34, ,10,11,2,1,5,1,2,1,1,2,4,3,1,45,0,100,100,100,100,100,2, ,1,1,1,0,2,994, , , ,2,2,2,2,2,2,010201,7,103991,3,.79226118514281,2
2024,      325902701  2,      325902701,3259,27,2,3259,2024,1494,5,1977,930,47,7,1,1,1429,15,66,4,0,3259,1,1,1,2,1,0,0,0, ,0, ,1,435,1,0,1,PE6,14,1,1,3,6,3,1,6,71,996,11,1,1,1,1,0,1,0,33,31,31, ,10,6,2,1,2,0,1,1,1,2,2,2,1,50,0,100,100,100,100,100,0,0,0,3,3,0,2,994, , , ,2,2,2,2,2,2,010201,7,698980,4,1.36053932777867,2
2024,      325903201  2,      325903201,3259,32,2,3259,2024,1494,9,1992,1113,31,4,1,1,1429,15,66,4,0,3259,1,1,1,2,1,0,0,0, ,0, ,1,435,1,0,1,PE6,9,1,1,1,95, ,3,3,71,996,11,1,0,1,1,0,1,0,33,31,31, ,10,14,2,1,4,1,1,1,1,2,5,2,1,32,0,100,100,100,100,100,2, ,2,1,1,0,2,994, , , ,2,2,2,2,2,2,010201,7,103991,4,1.00524691969229,2
2024,      325904501  3,      325904501,3259,45,3,3259,2024,1494,2,2000,1203,24,2,1,1,1429,15,66,4,0,3259,1,1,1,2,1,0,0,0, ,0, , ,435,1,0,1,PE6,7,1,1,0,1,0,3,1,11,996,11,1,0,0,1,0,0,0,34,31,31, ,10,12,2,1,4,1,1,1,1,2,5,3,1,50,0,100,100,100,100,100,2, ,1,1,0,0,2,994, , , ,2,2,2,2,2,2,010201,7,103991,3,.529894035333218,2
2024,      325907401  3,      325907401,3259,74,3,3259,2024,1494,4,2002,1229,22,2,1,1,1429,15,66,4,0,3259,1,1,1,2,1,0,0,0, ,0, , ,435,1,0,1,PE6,24,1,1,1,14,0,3,4,11,996,11,1,1,1,1,0,0,0,34,31,34, ,10,15,2,1,4,1,1,1,1,2,5,3,2,59,0,100,100,100,100,100,2, ,1,1,1,0,2,994, , , ,2,2,2,2,2,2,010201,7,103991,3,.479802133878474,2
2024,      325908501  2,      325908501,3259,85,2,3259,2024,1494,12,1982,997,41,6,1,1,1429,15,66,4,0,3259,1,1,1,2,1,0,0,0, ,0, ,1,435,1,0,1,PE6,13,1,1,2,0,1,2,5,11,996,11,1,0,1,1,0,1,0,34,21,31, ,10,11,2,1,5,1,2,1,1,2,4,2,1,40,0,100,100,100,100,100,2, ,2,2,3,0,2,994, , , ,2,2,2,2,2,2,010201,7,103991,3,.797363705765967,2
2024,      325908501  3,      325908501,3259,85,3,3259,2024,1494,6,2006,1279,17,1,1,1,1429,15,66,4,0,3259,1,1,1,2,1,0,0,0, ,0, , ,435,1,0,0,PE6,28,1,1,1,0,1,3,1,11,996,11,1,0,1,1,0,1,0,34,21,31, ,10,12,2,1,5,1,2,1,1,2,5,3,1,40,0,100,100,100,100,100,2, ,1,1,2,0,2,994, , , ,2,2,2,2,2,2,010201,7,103991,3,.797363705765967,2
2024,      325909101  1,      325909101,3259,91,1,3259,2024,1494,4,1993,1120,31,4,1,1,1429,15,66,4,0,3259,1,1,1,2,1,0,0,0, ,0, , ,435,1,0,1,PE6,4,1,1,1,95, ,2,5,11,996,11,1,1,1,1,0,0,0,34,31,34, ,10,11,2,1,3,1,1,1,1,2,4,1,2,31,0,100,100,100,100,100,2, ,1,3,3,0,2,994, , , ,2,2,2,2,2,2,010201,7,103991,3,.700542326603809,2
2024,      325909201  1,      325909201,3259,92,1,3259,2024,1494,7,1987,1052,36,5,1,1,1429,15,66,4,0,3259,1,1,1,2,1,0,0,0, ,0, ,0,435,1,0,1,PE6,26,1,1,3,23,2,2,5,11,996,11,1,1,1,0,0,0,0,33,31,31, ,10,11,2,1,4,1,1,1,1,2,4,1,2,36,0,100,100,100,100,100,2, ,2,3,2,0,2,994, , , ,2,2,2,2,2,2,010201,7,103991,4,1.38634797758757,2
2024,      325909701  2,      325909701,3259,97,2,3259,2024,1494,2,1998,1179,26,3,1,1,1429,15,66,4,0,3259,1,1,1,2,1,0,0,0, ,0, ,3,435,1,0,1,PE6,13,1,1,1,95, ,3,3,11,996,11,1,0,1,1,0,1,0,33,31,31, ,10,14,2,1,5,1,2,1,1,2,5,3,1,62,0,100,100,100,100,100,2, ,1,1,2,0,2,994, , , ,2,2,2,2,2,2,010201,7,103991,5,1.46085207979789,2
