iter	Passed	Remaining
412	3524	5008
413	3531	4998
414	3538	4988
415	3545	4977
416	3552	4966
417	3560	4956
418	3567	4946
419	3574	4935
420	3582	4926
421	3589	4916
422	3596	4906
423	3603	4895
424	3610	4884
425	3619	4876
426	3626	4866
427	3633	4856
428	3641	4847
429	3649	4837
430	3655	4826
431	3663	4816
432	3670	4806
433	3678	4797
434	3685	4787
435	3692	4777
436	3700	4768
437	3707	4757
438	3716	4749
439	3723	4738
440	3731	4729
441	3738	4719
442	3747	4711
443	3755	4703
444	3763	4693
445	3770	4683
446	3778	4674
447	3786	4665
448	3793	4655
449	3800	4644
450	3807	4634
451	3815	4626
452	3822	4615
453	3829	4605
454	3837	4596
455	3844	4586
456	3851	4576
457	3859	4566
458	3866	4557
459	3874	4548
460	3882	4539
461	3889	4528
462	3897	4520
463	3904	4510
464	3913	4502
465	3919	4491
466	3927	4482
467	3934	4472
468	3942	4463
469	3948	4453
470	3956	4444
471	3963	4433
472	3970	4423
473	3979	4415
474	3987	4406
475	3995	4397
476	4001	4387
477	4010	4379
478	4017	4369
479	4024	4360
480	4032	4350
481	4039	4341
482	4046	4331
483	4054	4322
484	4061	4312
485	4068	4302
486	4076	4294
487	4083	4284
488	4091	4275
489	4098	4265
490	4106	4257
491	4113	4247
492	4122	4239
493	4129	4230
494	4137	4221
495	4145	4211
496	4153	4203
497	4161	4195
498	4169	4186
499	4177	4177
500	4184	4167
501	4193	4160
502	4202	4152
503	4210	4143
504	4217	4134
505	4225	4125
506	4232	4116
507	4240	4106
508	4247	4097
509	4254	4088
510	4261	4078
511	4269	4069
512	4276	4060
513	4284	4051
514	4292	4042
515	4299	4032
516	4307	4024
517	4314	4014
518	4322	4005
519	4329	3996
520	4336	3987
521	4344	3977
522	4351	3968
523	4358	3958
524	4365	3949
525	4372	3940
526	4379	3930
527	4388	3922
528	4394	3912
529	4402	3904
530	4409	3894
531	4417	3885
532	4424	3876
533	4431	3867
534	4438	3857
535	4446	3849
536	4453	3839
537	4460	3830
538	4468	3821
539	4475	3812
540	4483	3803
541	4490	3794
542	4498	3785
543	4505	3776
544	4512	3767
545	4520	3758
546	4527	3749
547	4534	3740
548	4542	3731
549	4549	3722
550	4556	3713
551	4564	3704
552	4571	3694
553	4578	3686
554	4586	3677
555	4593	3668
556	4601	3659
557	4608	3650
558	4617	3642
559	4625	3634
560	4632	3625
561	4640	3616
562	4647	3607
563	4654	3597
564	4662	3589
565	4669	3580
566	4677	3572
567	4685	3563
568	4692	3554
569	4700	3545
570	4706	3536
571	4715	3528
572	4723	3519
573	4732	3511
574	4740	3503
575	4747	3494
576	4754	3485
577	4762	3477
578	4769	3468
579	4778	3460
580	4785	3451
581	4793	3442
582	4800	3433
583	4808	3424
584	4816	3417
585	4824	3408
586	4831	3399
587	4839	3390
588	4846	3381
589	4853	3372
590	4860	3364
591	4867	3354
592	4876	3346
593	4883	3337
594	4890	3329
595	4898	3320
596	4905	3311
597	4913	3303
598	4921	3294
599	4928	3285
600	4936	3276
601	4943	3268
602	4950	3258
603	4957	3250
604	4964	3241
605	4972	3233
606	4980	3224
607	4987	3215
608	4995	3207
609	5001	3197
610	5009	3189
611	5017	3180
612	5024	3172
613	5031	3163
614	5039	3154
615	5045	3145
616	5054	3137
617	5060	3128
618	5068	3119
619	5076	3111
620	5083	3102
621	5091	3094
622	5099	3085
623	5107	3077
624	5115	3069
625	5122	3060
626	5130	3051
627	5137	3043
628	5144	3034
629	5152	3026
630	5159	3017
631	5167	3008
632	5175	3000
633	5182	2991
634	5190	2983
635	5197	2974
636	5204	2966
637	5212	2957
638	5220	2949
639	5227	2940
640	5235	2931
641	5241	2923
642	5249	2914
643	5256	2905
644	5263	2896
645	5272	2889
646	5279	2880
647	5287	2872
648	5294	2863
649	5302	2855
650	5309	2846
651	5317	2838
652	5324	2829
653	5331	2820
654	5338	2811
655	5346	2803
656	5353	2795
657	5360	2786
658	5370	2778
659	5377	2770
660	5385	2761
661	5392	2753
662	5400	2745
663	5408	2736
664	5415	2728
665	5423	2719
666	5432	2712
667	5439	2703
668	5447	2695
669	5454	2686
670	5462	2678
671	5470	2669
672	5477	2661
673	5484	2652
674	5491	2644
675	5499	2635
676	5506	2627
677	5514	2618
678	5521	2610
679	5528	2601
680	5535	2592
681	5543	2584
682	5550	2576
683	5557	2567
684	5565	2559
685	5572	2550
686	5580	2542
687	5587	2533
688	5595	2525
689	5602	2517
690	5610	2508
691	5617	2500
692	5625	2492
693	5632	2483
694	5639	2475
695	5647	2466
696	5654	2457
697	5662	2449
698	5668	2441
699	5677	2433
700	5684	2424
701	5692	2416
702	5699	2407
703	5708	2400
704	5717	2392
705	5724	2384
706	5731	2375
707	5739	2367
708	5746	2358
709	5753	2350
710	5761	2341
711	5768	2333
712	5777	2325
713	5784	2316
714	5791	2308
715	5798	2300
716	5807	2292
717	5813	2283
718	5821	2275
719	5828	2266
720	5836	2258
721	5843	2249
722	5850	2241
723	5858	2233
724	5865	2224
725	5873	2216
726	5881	2208
727	5888	2200
728	5896	2191
729	5903	2183
730	5910	2174
731	5918	2166
732	5924	2158
733	5931	2149
734	5939	2141
735	5946	2132
736	5954	2124
737	5961	2116
738	5968	2108
739	5977	2100
740	5984	2091
741	5991	2083
742	5998	2075
743	6006	2066
744	6014	2058
745	6021	2050
746	6028	2041
747	6036	2033
748	6043	2025
749	6050	2016
750	6057	2008
751	6064	2000
752	6073	1992
753	6080	1983
754	6087	1975
755	6095	1967
756	6103	1959
757	6110	1950
758	6117	1942
759	6124	1934
760	6132	1926
761	6139	1917
762	6146	1909
763	6154	1901
764	6161	1892
765	6170	1884
766	6177	1876
767	6184	1868
768	6192	1860
769	6200	1852
770	6207	1843
771	6214	1835
772	6221	1827
773	6230	1819
774	6237	1810
775	6245	1802
776	6253	1794
777	6261	1786
778	6271	1779
779	6279	1771
780	6287	1762
781	6294	1754
782	6302	1746
783	6310	1738
784	6317	1730
785	6324	1721
786	6331	1713
787	6339	1705
788	6347	1697
789	6354	1689
790	6361	1680
791	6370	1673
792	6377	1664
793	6385	1656
794	6392	1648
795	6400	1640
796	6408	1632
797	6415	1623
798	6422	1615
799	6430	1607
800	6436	1599
801	6444	1591
802	6451	1582
803	6458	1574
804	6467	1566
805	6475	1558
806	6482	1550
807	6489	1541
808	6497	1533
809	6504	1525
810	6512	1517
811	6518	1509
812	6526	1501
813	6533	1492
814	6541	1484
815	6549	1476
816	6556	1468
817	6564	1460
818	6571	1452
819	6579	1444
820	6586	1436
821	6595	1428
822	6603	1420
823	6610	1412
824	6617	1403
825	6625	1395
826	6632	1387
827	6641	1379
828	6648	1371
829	6656	1363
830	6665	1355
831	6674	1347
832	6682	1339
833	6692	1332
834	6701	1324
835	6709	1316
836	6717	1308
837	6725	1300
838	6733	1292
839	6742	1284
840	6749	1276
841	6759	1268
842	6767	1260
843	6775	1252
844	6783	1244
845	6792	1236
846	6800	1228
847	6807	1220
848	6816	1212
849	6824	1204
850	6831	1196
851	6839	1188
852	6846	1179
853	6856	1172
854	6863	1164
855	6872	1156
856	6880	1148
857	6890	1140
858	6898	1132
859	6906	1124
860	6914	1116
861	6923	1108
862	6930	1100
863	6939	1092
864	6946	1084
865	6956	1076
866	6963	1068
867	6971	1060
868	6979	1052
869	6988	1044
870	6996	1036
871	7004	1028
872	7012	1020
873	7020	1012
874	7027	1003
875	7036	995
876	7043	987
877	7053	980
878	7061	972
879	7070	964
880	7078	956
881	7087	948
882	7094	940
883	7102	931
884	7109	923
885	7118	915
886	7125	907
887	7133	899
888	7140	891
889	7148	883
890	7156	875
891	7164	867
892	7172	859
893	7180	851
894	7188	843
895	7195	835
896	7202	827
897	7211	819
898	7218	810
899	7225	802
900	7233	794
901	7240	786
902	7248	778
903	7255	770
904	7263	762
905	7271	754
906	7279	746
907	7286	738
908	7295	730
909	7302	722
910	7311	714
911	7318	706
912	7326	698
913	7333	690
914	7341	682
915	7349	673
916	7357	665
917	7367	658
918	7375	650
919	7383	642
920	7394	634
921	7402	626
922	7412	618
923	7420	610
924	7432	602
925	7442	594
926	7452	586
927	7461	578
928	7474	571
929	7485	563
930	7495	555
931	7505	547
932	7516	539
933	7527	531
934	7537	524
935	7550	516
936	7560	508
937	7572	500
938	7583	492
939	7592	484
940	7604	476
941	7615	468
942	7626	460
943	7636	453
944	7648	445
945	7657	437
946	7669	429
947	7682	421
948	7693	413
949	7704	405
950	7714	397
951	7725	389
952	7733	381
953	7743	373
954	7751	365
955	7761	357
956	7770	349
957	7778	340
958	7786	332
959	7793	324
960	7802	316
961	7810	308
962	7818	300
963	7827	292
964	7835	284
965	7845	276
966	7853	268
967	7863	259
968	7871	251
969	7883	243
970	7894	235
971	7904	227
972	7914	219
973	7927	211
974	7937	203
975	7948	195
976	7960	187
977	7971	179
978	7982	171
979	7992	163
980	8003	155
981	8012	146
982	8024	138
983	8033	130
984	8044	122
985	8054	114
986	8064	106
987	8075	98
988	8085	89
989	8094	81
990	8106	73
991	8117	65
992	8126	57
993	8139	49
994	8148	40
995	8158	32
996	8167	24
997	8176	16
998	8185	8
999	8193	0
